"Empresa_Aerea";"N_Voo";"Aeroporto_Origem_Designador_OACI";"Aeroporto_Origem_Nome_UF_Pais ";"Aeroporto_Destino_Designador_OACI";"Aeroporto_Destino_Nome_UF_Pais";"Etapas_Previstas";"Percentuais_de_Cancelamentos";"Percentuais_de_Atrasos_superiores_a_30_minutos";"Percentuais_de_Atrasos_superiores_a_60_minutos"
"TAP - TAP - TRANSPORTES AÉREOS PORTUGUESES S/A";"5014";"SBSL";"MARECHAL CUNHA MACHADO(MA, BRASIL)";"SBRF";"GUARARAPES - GILBERTO FREYRE(PE, BRASIL)";"21";"4,76";"4,76";"4,76"
"TAP - TAP - TRANSPORTES AÉREOS PORTUGUESES S/A";"5018";"SBSL";"MARECHAL CUNHA MACHADO(MA, BRASIL)";"SBIZ";"PREFEITO RENATO MOREIRA(MA, BRASIL)";"9";"0";"11,11";"11,11"
"TAP - TAP - TRANSPORTES AÉREOS PORTUGUESES S/A";"5138";"SBSL";"MARECHAL CUNHA MACHADO(MA, BRASIL)";"SBIZ";"PREFEITO RENATO MOREIRA(MA, BRASIL)";"7";"28,57";"0";"0"
"TAP - TAP - TRANSPORTES AÉREOS PORTUGUESES S/A";"5144";"SBSL";"MARECHAL CUNHA MACHADO(MA, BRASIL)";"SBIZ";"PREFEITO RENATO MOREIRA(MA, BRASIL)";"8";"0";"25";"0"
"TAP - TAP - TRANSPORTES AÉREOS PORTUGUESES S/A";"5003";"SBSL";"MARECHAL CUNHA MACHADO(MA, BRASIL)";"SBRF";"GUARARAPES - GILBERTO FREYRE(PE, BRASIL)";"30";"3,33";"10";"3,33"
"TAP - TAP - TRANSPORTES AÉREOS PORTUGUESES S/A";"6037";"SBSL";"MARECHAL CUNHA MACHADO(MA, BRASIL)";"SBBE";"INTERNACIONAL DE BELÉM/VAL DE CANS/JÚLIO CEZAR RIBEIRO(PA, BRASIL)";"18";"0";"11,11";"5,56"
"TAP - TAP - TRANSPORTES AÉREOS PORTUGUESES S/A";"5023";"SBSL";"MARECHAL CUNHA MACHADO(MA, BRASIL)";"SBIZ";"PREFEITO RENATO MOREIRA(MA, BRASIL)";"1";"0";"100";"0"
"TAP - TAP - TRANSPORTES AÉREOS PORTUGUESES S/A";"5027";"SBSL";"MARECHAL CUNHA MACHADO(MA, BRASIL)";"SBIZ";"PREFEITO RENATO MOREIRA(MA, BRASIL)";"7";"28,57";"0";"0"
"TAP - TAP - TRANSPORTES AÉREOS PORTUGUESES S/A";"5350";"SBSL";"MARECHAL CUNHA MACHADO(MA, BRASIL)";"SBBE";"INTERNACIONAL DE BELÉM/VAL DE CANS/JÚLIO CEZAR RIBEIRO(PA, BRASIL)";"12";"0";"8,33";"0"
"TAP - TAP - TRANSPORTES AÉREOS PORTUGUESES S/A";"4046";"SBSL";"MARECHAL CUNHA MACHADO(MA, BRASIL)";"SBSV";"DEPUTADO LUÍS EDUARDO MAGALHÃES(BA, BRASIL)";"4";"0";"0";"0"
"TAP - TAP - TRANSPORTES AÉREOS PORTUGUESES S/A";"5031";"SBSL";"MARECHAL CUNHA MACHADO(MA, BRASIL)";"SBIZ";"PREFEITO RENATO MOREIRA(MA, BRASIL)";"8";"0";"25";"0"
"TAP - TAP - TRANSPORTES AÉREOS PORTUGUESES S/A";"5036";"SBSL";"MARECHAL CUNHA MACHADO(MA, BRASIL)";"SBIZ";"PREFEITO RENATO MOREIRA(MA, BRASIL)";"9";"0";"11,11";"11,11"
"TAP - TAP - TRANSPORTES AÉREOS PORTUGUESES S/A";"5038";"SBSL";"MARECHAL CUNHA MACHADO(MA, BRASIL)";"SBIZ";"PREFEITO RENATO MOREIRA(MA, BRASIL)";"8";"0";"25";"0"
"TAP - TAP - TRANSPORTES AÉREOS PORTUGUESES S/A";"5189";"SBSL";"MARECHAL CUNHA MACHADO(MA, BRASIL)";"SBIZ";"PREFEITO RENATO MOREIRA(MA, BRASIL)";"9";"0";"11,11";"11,11"
"TAP - TAP - TRANSPORTES AÉREOS PORTUGUESES S/A";"5008";"SBSL";"MARECHAL CUNHA MACHADO(MA, BRASIL)";"SBIZ";"PREFEITO RENATO MOREIRA(MA, BRASIL)";"10";"10";"10";"10"
"TAP - TAP - TRANSPORTES AÉREOS PORTUGUESES S/A";"4230";"SBSL";"MARECHAL CUNHA MACHADO(MA, BRASIL)";"SBSV";"DEPUTADO LUÍS EDUARDO MAGALHÃES(BA, BRASIL)";"26";"0";"15,38";"7,69"
"TAP - TAP - TRANSPORTES AÉREOS PORTUGUESES S/A";"4229";"SBSL";"MARECHAL CUNHA MACHADO(MA, BRASIL)";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"12";"0";"0";"0"
"TAP - TAP - TRANSPORTES AÉREOS PORTUGUESES S/A";"4211";"SBSL";"MARECHAL CUNHA MACHADO(MA, BRASIL)";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"18";"0";"0";"0"
"TAP - TAP - TRANSPORTES AÉREOS PORTUGUESES S/A";"4199";"SBSL";"MARECHAL CUNHA MACHADO(MA, BRASIL)";"SBBR";"PRESIDENTE JUSCELINO KUBITSCHEK(DF, BRASIL)";"4";"0";"0";"0"
"TAP - TAP - TRANSPORTES AÉREOS PORTUGUESES S/A";"4195";"SBSL";"MARECHAL CUNHA MACHADO(MA, BRASIL)";"SBBR";"PRESIDENTE JUSCELINO KUBITSCHEK(DF, BRASIL)";"11";"0";"0";"0"
"TAP - TAP - TRANSPORTES AÉREOS PORTUGUESES S/A";"5058";"SBSL";"MARECHAL CUNHA MACHADO(MA, BRASIL)";"SBIZ";"PREFEITO RENATO MOREIRA(MA, BRASIL)";"8";"0";"25";"0"
"TAP - TAP - TRANSPORTES AÉREOS PORTUGUESES S/A";"5009";"SBSL";"MARECHAL CUNHA MACHADO(MA, BRASIL)";"SBIZ";"PREFEITO RENATO MOREIRA(MA, BRASIL)";"9";"0";"11,11";"11,11"
"TAP - TAP - TRANSPORTES AÉREOS PORTUGUESES S/A";"5024";"SBSN";"MAESTRO WILSON FONSECA(PA, BRASIL)";"SBBE";"INTERNACIONAL DE BELÉM/VAL DE CANS/JÚLIO CEZAR RIBEIRO(PA, BRASIL)";"30";"0";"3,33";"0"
"TAP - TAP - TRANSPORTES AÉREOS PORTUGUESES S/A";"4010";"SBSP";"CONGONHAS(SP, BRASIL)";"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"1";"0";"0";"0"
"TAP - TAP - TRANSPORTES AÉREOS PORTUGUESES S/A";"4009";"SBSP";"CONGONHAS(SP, BRASIL)";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"8";"0";"0";"0"
"TAP - TAP - TRANSPORTES AÉREOS PORTUGUESES S/A";"5777";"SBSP";"CONGONHAS(SP, BRASIL)";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"21";"0";"9,52";"4,76"
"TAP - TAP - TRANSPORTES AÉREOS PORTUGUESES S/A";"4001";"SBSP";"CONGONHAS(SP, BRASIL)";"SBBR";"PRESIDENTE JUSCELINO KUBITSCHEK(DF, BRASIL)";"6";"16,67";"0";"0"
"TAP - TAP - TRANSPORTES AÉREOS PORTUGUESES S/A";"4000";"SBSP";"CONGONHAS(SP, BRASIL)";"SBBR";"PRESIDENTE JUSCELINO KUBITSCHEK(DF, BRASIL)";"5";"11,11";"0";"0"
"TAP - TAP - TRANSPORTES AÉREOS PORTUGUESES S/A";"4017";"SBSP";"CONGONHAS(SP, BRASIL)";"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"2";"0";"0";"0"
"TAP - TAP - TRANSPORTES AÉREOS PORTUGUESES S/A";"4046";"SBSP";"CONGONHAS(SP, BRASIL)";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"5";"0";"0";"0"
"TAP - TAP - TRANSPORTES AÉREOS PORTUGUESES S/A";"4016";"SBSP";"CONGONHAS(SP, BRASIL)";"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"2";"0";"0";"0"
"TAP - TAP - TRANSPORTES AÉREOS PORTUGUESES S/A";"4069";"SBSP";"CONGONHAS(SP, BRASIL)";"SBSV";"DEPUTADO LUÍS EDUARDO MAGALHÃES(BA, BRASIL)";"28";"0";"7,14";"0"
"TAP - TAP - TRANSPORTES AÉREOS PORTUGUESES S/A";"5784";"SBSP";"CONGONHAS(SP, BRASIL)";"SBSV";"DEPUTADO LUÍS EDUARDO MAGALHÃES(BA, BRASIL)";"26";"0";"30,77";"15,38"
"TAP - TAP - TRANSPORTES AÉREOS PORTUGUESES S/A";"5054";"SBSP";"CONGONHAS(SP, BRASIL)";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"30";"0";"3,33";"0"
"TAP - TAP - TRANSPORTES AÉREOS PORTUGUESES S/A";"4036";"SBSP";"CONGONHAS(SP, BRASIL)";"SBBR";"PRESIDENTE JUSCELINO KUBITSCHEK(DF, BRASIL)";"2";"0";"50";"50"
"TAP - TAP - TRANSPORTES AÉREOS PORTUGUESES S/A";"4206";"SBSP";"CONGONHAS(SP, BRASIL)";"SBRF";"GUARARAPES - GILBERTO FREYRE(PE, BRASIL)";"8";"0";"0";"0"
"TAP - TAP - TRANSPORTES AÉREOS PORTUGUESES S/A";"4016";"SBSP";"CONGONHAS(SP, BRASIL)";"SBBR";"PRESIDENTE JUSCELINO KUBITSCHEK(DF, BRASIL)";"6";"9,09";"18,18";"18,18"
"TAP - TAP - TRANSPORTES AÉREOS PORTUGUESES S/A";"4242";"SBSP";"CONGONHAS(SP, BRASIL)";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"13";"0";"15,38";"7,69"
"TAP - TAP - TRANSPORTES AÉREOS PORTUGUESES S/A";"5062";"SBSP";"CONGONHAS(SP, BRASIL)";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"21";"0";"28,57";"9,52"
"TAP - TAP - TRANSPORTES AÉREOS PORTUGUESES S/A";"4144";"SBSP";"CONGONHAS(SP, BRASIL)";"SBRF";"GUARARAPES - GILBERTO FREYRE(PE, BRASIL)";"4";"0";"75";"50"
"TAP - TAP - TRANSPORTES AÉREOS PORTUGUESES S/A";"4028";"SBSP";"CONGONHAS(SP, BRASIL)";"SBRF";"GUARARAPES - GILBERTO FREYRE(PE, BRASIL)";"30";"0";"13,33";"0"
"TAP - TAP - TRANSPORTES AÉREOS PORTUGUESES S/A";"4188";"SBSP";"CONGONHAS(SP, BRASIL)";"SBSV";"DEPUTADO LUÍS EDUARDO MAGALHÃES(BA, BRASIL)";"29";"0";"17,24";"6,9"
"TAP - TAP - TRANSPORTES AÉREOS PORTUGUESES S/A";"4187";"SBSP";"CONGONHAS(SP, BRASIL)";"SBSV";"DEPUTADO LUÍS EDUARDO MAGALHÃES(BA, BRASIL)";"28";"0";"7,14";"0"
"TAP - TAP - TRANSPORTES AÉREOS PORTUGUESES S/A";"4036";"SBSP";"CONGONHAS(SP, BRASIL)";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"2";"0";"0";"0"
"TAP - TAP - TRANSPORTES AÉREOS PORTUGUESES S/A";"4187";"SBSP";"CONGONHAS(SP, BRASIL)";"SBBR";"PRESIDENTE JUSCELINO KUBITSCHEK(DF, BRASIL)";"16";"0";"0";"0"
"TAP - TAP - TRANSPORTES AÉREOS PORTUGUESES S/A";"4093";"SBSP";"CONGONHAS(SP, BRASIL)";"SBRF";"GUARARAPES - GILBERTO FREYRE(PE, BRASIL)";"18";"5,56";"0";"0"
"TAP - TAP - TRANSPORTES AÉREOS PORTUGUESES S/A";"4005";"SBSP";"CONGONHAS(SP, BRASIL)";"SBBR";"PRESIDENTE JUSCELINO KUBITSCHEK(DF, BRASIL)";"4";"0";"0";"0"
"TAP - TAP - TRANSPORTES AÉREOS PORTUGUESES S/A";"4176";"SBSP";"CONGONHAS(SP, BRASIL)";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"30";"0";"6,67";"3,33"
"TAP - TAP - TRANSPORTES AÉREOS PORTUGUESES S/A";"5985";"SBSP";"CONGONHAS(SP, BRASIL)";"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"22";"4,55";"22,73";"0"
"TAP - TAP - TRANSPORTES AÉREOS PORTUGUESES S/A";"5986";"SBSP";"CONGONHAS(SP, BRASIL)";"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"30";"3,33";"10";"3,33"
"TAP - TAP - TRANSPORTES AÉREOS PORTUGUESES S/A";"5987";"SBSP";"CONGONHAS(SP, BRASIL)";"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"30";"0";"3,33";"3,33"
"TAP - TAP - TRANSPORTES AÉREOS PORTUGUESES S/A";"4175";"SBSP";"CONGONHAS(SP, BRASIL)";"SBBR";"PRESIDENTE JUSCELINO KUBITSCHEK(DF, BRASIL)";"26";"3,85";"7,69";"3,85"
"TAP - TAP - TRANSPORTES AÉREOS PORTUGUESES S/A";"4098";"SBSP";"CONGONHAS(SP, BRASIL)";"SBRF";"GUARARAPES - GILBERTO FREYRE(PE, BRASIL)";"18";"0";"16,67";"11,11"
"TAP - TAP - TRANSPORTES AÉREOS PORTUGUESES S/A";"4057";"SBSP";"CONGONHAS(SP, BRASIL)";"SBSV";"DEPUTADO LUÍS EDUARDO MAGALHÃES(BA, BRASIL)";"25";"0";"16";"4"
"TAP - TAP - TRANSPORTES AÉREOS PORTUGUESES S/A";"4074";"SBSP";"CONGONHAS(SP, BRASIL)";"SBBR";"PRESIDENTE JUSCELINO KUBITSCHEK(DF, BRASIL)";"4";"0";"0";"0"
"TAP - TAP - TRANSPORTES AÉREOS PORTUGUESES S/A";"4068";"SBSP";"CONGONHAS(SP, BRASIL)";"SBSV";"DEPUTADO LUÍS EDUARDO MAGALHÃES(BA, BRASIL)";"2";"0";"0";"0"
"TAP - TAP - TRANSPORTES AÉREOS PORTUGUESES S/A";"4055";"SBSP";"CONGONHAS(SP, BRASIL)";"SBRF";"GUARARAPES - GILBERTO FREYRE(PE, BRASIL)";"30";"0";"10";"0"
"TAP - TAP - TRANSPORTES AÉREOS PORTUGUESES S/A";"4007";"SBSP";"CONGONHAS(SP, BRASIL)";"SBSV";"DEPUTADO LUÍS EDUARDO MAGALHÃES(BA, BRASIL)";"4";"0";"0";"0"
"TAP - TAP - TRANSPORTES AÉREOS PORTUGUESES S/A";"4050";"SBSP";"CONGONHAS(SP, BRASIL)";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"28";"7,14";"3,57";"0"
"TAP - TAP - TRANSPORTES AÉREOS PORTUGUESES S/A";"4001";"SBSP";"CONGONHAS(SP, BRASIL)";"SBSV";"DEPUTADO LUÍS EDUARDO MAGALHÃES(BA, BRASIL)";"1";"0";"0";"0"
"TAP - TAP - TRANSPORTES AÉREOS PORTUGUESES S/A";"4240";"SBSP";"CONGONHAS(SP, BRASIL)";"SBBR";"PRESIDENTE JUSCELINO KUBITSCHEK(DF, BRASIL)";"9";"0";"0";"0"
"TAP - TAP - TRANSPORTES AÉREOS PORTUGUESES S/A";"5774";"SBSP";"CONGONHAS(SP, BRASIL)";"SBRF";"GUARARAPES - GILBERTO FREYRE(PE, BRASIL)";"30";"3,33";"0";"0"
"TAP - TAP - TRANSPORTES AÉREOS PORTUGUESES S/A";"4001";"SBSP";"CONGONHAS(SP, BRASIL)";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"4";"0";"25";"25"
"TAP - TAP - TRANSPORTES AÉREOS PORTUGUESES S/A";"4100";"SBSV";"DEPUTADO LUÍS EDUARDO MAGALHÃES(BA, BRASIL)";"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"1";"0";"0";"0"
"TAP - TAP - TRANSPORTES AÉREOS PORTUGUESES S/A";"4017";"SBSV";"DEPUTADO LUÍS EDUARDO MAGALHÃES(BA, BRASIL)";"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"1";"0";"0";"0"
"TAP - TAP - TRANSPORTES AÉREOS PORTUGUESES S/A";"4246";"SBSV";"DEPUTADO LUÍS EDUARDO MAGALHÃES(BA, BRASIL)";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"25";"0";"0";"0"
"TAP - TAP - TRANSPORTES AÉREOS PORTUGUESES S/A";"4244";"SBSV";"DEPUTADO LUÍS EDUARDO MAGALHÃES(BA, BRASIL)";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"20";"0";"10";"0"
"TAP - TAP - TRANSPORTES AÉREOS PORTUGUESES S/A";"4015";"SBSV";"DEPUTADO LUÍS EDUARDO MAGALHÃES(BA, BRASIL)";"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"1";"0";"0";"0"
"TAP - TAP - TRANSPORTES AÉREOS PORTUGUESES S/A";"4243";"SBSV";"DEPUTADO LUÍS EDUARDO MAGALHÃES(BA, BRASIL)";"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"21";"0";"4,76";"4,76"
"TAP - TAP - TRANSPORTES AÉREOS PORTUGUESES S/A";"4242";"SBSV";"DEPUTADO LUÍS EDUARDO MAGALHÃES(BA, BRASIL)";"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"8";"0";"0";"0"
"TAP - TAP - TRANSPORTES AÉREOS PORTUGUESES S/A";"5935";"SBSV";"DEPUTADO LUÍS EDUARDO MAGALHÃES(BA, BRASIL)";"SBSG";"GOVERNADOR ALUIZIO ALVES(RN, BRASIL)";"26";"0";"3,85";"0"
"TAP - TAP - TRANSPORTES AÉREOS PORTUGUESES S/A";"0028";"SBSV";"DEPUTADO LUÍS EDUARDO MAGALHÃES(BA, BRASIL)";"LPPT";"LISBOA(PORTUGAL)";"30";"0";"0";"0"
"TAP - TAP - TRANSPORTES AÉREOS PORTUGUESES S/A";"5934";"SBSV";"DEPUTADO LUÍS EDUARDO MAGALHÃES(BA, BRASIL)";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"28";"0";"10,71";"0"
"TAP - TAP - TRANSPORTES AÉREOS PORTUGUESES S/A";"5929";"SBSV";"DEPUTADO LUÍS EDUARDO MAGALHÃES(BA, BRASIL)";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"28";"0";"10,71";"0"
"TAP - TAP - TRANSPORTES AÉREOS PORTUGUESES S/A";"4241";"SBSV";"DEPUTADO LUÍS EDUARDO MAGALHÃES(BA, BRASIL)";"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"25";"0";"0";"0"
"TAP - TAP - TRANSPORTES AÉREOS PORTUGUESES S/A";"5926";"SBSV";"DEPUTADO LUÍS EDUARDO MAGALHÃES(BA, BRASIL)";"SBSP";"CONGONHAS(SP, BRASIL)";"28";"0";"14,29";"0"
"TAP - TAP - TRANSPORTES AÉREOS PORTUGUESES S/A";"4240";"SBSV";"DEPUTADO LUÍS EDUARDO MAGALHÃES(BA, BRASIL)";"SBRF";"GUARARAPES - GILBERTO FREYRE(PE, BRASIL)";"4";"0";"25";"25"
"TAP - TAP - TRANSPORTES AÉREOS PORTUGUESES S/A";"4239";"SBSV";"DEPUTADO LUÍS EDUARDO MAGALHÃES(BA, BRASIL)";"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"25";"0";"0";"0"
"TAP - TAP - TRANSPORTES AÉREOS PORTUGUESES S/A";"4238";"SBSV";"DEPUTADO LUÍS EDUARDO MAGALHÃES(BA, BRASIL)";"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"22";"0";"4,55";"4,55"
"TAP - TAP - TRANSPORTES AÉREOS PORTUGUESES S/A";"4236";"SBSV";"DEPUTADO LUÍS EDUARDO MAGALHÃES(BA, BRASIL)";"SBFZ";"PINTO MARTINS(CE, BRASIL)";"4";"0";"50";"25"
"TAP - TAP - TRANSPORTES AÉREOS PORTUGUESES S/A";"4235";"SBSV";"DEPUTADO LUÍS EDUARDO MAGALHÃES(BA, BRASIL)";"SBFZ";"PINTO MARTINS(CE, BRASIL)";"30";"0";"6,67";"0"
"TAP - TAP - TRANSPORTES AÉREOS PORTUGUESES S/A";"4234";"SBSV";"DEPUTADO LUÍS EDUARDO MAGALHÃES(BA, BRASIL)";"SBSP";"CONGONHAS(SP, BRASIL)";"26";"3,85";"0";"0"
"TAP - TAP - TRANSPORTES AÉREOS PORTUGUESES S/A";"4233";"SBSV";"DEPUTADO LUÍS EDUARDO MAGALHÃES(BA, BRASIL)";"SBSP";"CONGONHAS(SP, BRASIL)";"13";"0";"4";"4"
"TAP - TAP - TRANSPORTES AÉREOS PORTUGUESES S/A";"4232";"SBSV";"DEPUTADO LUÍS EDUARDO MAGALHÃES(BA, BRASIL)";"SBBR";"PRESIDENTE JUSCELINO KUBITSCHEK(DF, BRASIL)";"11";"0";"0";"0"
"TAP - TAP - TRANSPORTES AÉREOS PORTUGUESES S/A";"5778";"SBSV";"DEPUTADO LUÍS EDUARDO MAGALHÃES(BA, BRASIL)";"SBSL";"MARECHAL CUNHA MACHADO(MA, BRASIL)";"5";"0";"20";"0"
"TAP - TAP - TRANSPORTES AÉREOS PORTUGUESES S/A";"4228";"SBSV";"DEPUTADO LUÍS EDUARDO MAGALHÃES(BA, BRASIL)";"SBRF";"GUARARAPES - GILBERTO FREYRE(PE, BRASIL)";"25";"0";"4";"0"
"TAP - TAP - TRANSPORTES AÉREOS PORTUGUESES S/A";"4224";"SBSV";"DEPUTADO LUÍS EDUARDO MAGALHÃES(BA, BRASIL)";"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"9";"0";"0";"0"
"TAP - TAP - TRANSPORTES AÉREOS PORTUGUESES S/A";"5780";"SBSV";"DEPUTADO LUÍS EDUARDO MAGALHÃES(BA, BRASIL)";"SBVT";"EURICO DE AGUIAR SALLES(ES, BRASIL)";"13";"0";"0";"0"
"TAP - TAP - TRANSPORTES AÉREOS PORTUGUESES S/A";"4221";"SBSV";"DEPUTADO LUÍS EDUARDO MAGALHÃES(BA, BRASIL)";"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"5";"0";"0";"0"
"TAP - TAP - TRANSPORTES AÉREOS PORTUGUESES S/A";"4219";"SBSV";"DEPUTADO LUÍS EDUARDO MAGALHÃES(BA, BRASIL)";"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"4";"0";"0";"0"
"TAP - TAP - TRANSPORTES AÉREOS PORTUGUESES S/A";"4214";"SBSV";"DEPUTADO LUÍS EDUARDO MAGALHÃES(BA, BRASIL)";"SBBR";"PRESIDENTE JUSCELINO KUBITSCHEK(DF, BRASIL)";"4";"0";"25";"25"
"TAP - TAP - TRANSPORTES AÉREOS PORTUGUESES S/A";"4204";"SBSV";"DEPUTADO LUÍS EDUARDO MAGALHÃES(BA, BRASIL)";"SBSP";"CONGONHAS(SP, BRASIL)";"5";"0";"0";"0"
"TAP - TAP - TRANSPORTES AÉREOS PORTUGUESES S/A";"4204";"SBSV";"DEPUTADO LUÍS EDUARDO MAGALHÃES(BA, BRASIL)";"SBBR";"PRESIDENTE JUSCELINO KUBITSCHEK(DF, BRASIL)";"4";"25";"25";"25"
"TAP - TAP - TRANSPORTES AÉREOS PORTUGUESES S/A";"4203";"SBSV";"DEPUTADO LUÍS EDUARDO MAGALHÃES(BA, BRASIL)";"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"17";"0";"0";"0"
"TAP - TAP - TRANSPORTES AÉREOS PORTUGUESES S/A";"4172";"SBSV";"DEPUTADO LUÍS EDUARDO MAGALHÃES(BA, BRASIL)";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"13";"0";"7,69";"7,69"
"TAP - TAP - TRANSPORTES AÉREOS PORTUGUESES S/A";"4168";"SBSV";"DEPUTADO LUÍS EDUARDO MAGALHÃES(BA, BRASIL)";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"25";"0";"0";"0"
"TAP - TAP - TRANSPORTES AÉREOS PORTUGUESES S/A";"5925";"SBSV";"DEPUTADO LUÍS EDUARDO MAGALHÃES(BA, BRASIL)";"SBBR";"PRESIDENTE JUSCELINO KUBITSCHEK(DF, BRASIL)";"17";"0";"11,76";"5,88"
"TAP - TAP - TRANSPORTES AÉREOS PORTUGUESES S/A";"4166";"SBSV";"DEPUTADO LUÍS EDUARDO MAGALHÃES(BA, BRASIL)";"SBFZ";"PINTO MARTINS(CE, BRASIL)";"30";"0";"6,67";"0"
"TAP - TAP - TRANSPORTES AÉREOS PORTUGUESES S/A";"4165";"SBSV";"DEPUTADO LUÍS EDUARDO MAGALHÃES(BA, BRASIL)";"SBSP";"CONGONHAS(SP, BRASIL)";"23";"0";"0";"0"
"TAP - TAP - TRANSPORTES AÉREOS PORTUGUESES S/A";"4164";"SBSV";"DEPUTADO LUÍS EDUARDO MAGALHÃES(BA, BRASIL)";"SBBR";"PRESIDENTE JUSCELINO KUBITSCHEK(DF, BRASIL)";"8";"0";"0";"0"
"TAP - TAP - TRANSPORTES AÉREOS PORTUGUESES S/A";"4153";"SBSV";"DEPUTADO LUÍS EDUARDO MAGALHÃES(BA, BRASIL)";"SBKP";"VIRACOPOS(SP, BRASIL)";"8";"0";"0";"0"
"TAP - TAP - TRANSPORTES AÉREOS PORTUGUESES S/A";"5149";"SBSV";"DEPUTADO LUÍS EDUARDO MAGALHÃES(BA, BRASIL)";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"26";"0";"3,85";"0"
"TAP - TAP - TRANSPORTES AÉREOS PORTUGUESES S/A";"5370";"SBSV";"DEPUTADO LUÍS EDUARDO MAGALHÃES(BA, BRASIL)";"SBRF";"GUARARAPES - GILBERTO FREYRE(PE, BRASIL)";"1";"0";"0";"0"
"TAP - TAP - TRANSPORTES AÉREOS PORTUGUESES S/A";"5233";"SBSV";"DEPUTADO LUÍS EDUARDO MAGALHÃES(BA, BRASIL)";"SBKP";"VIRACOPOS(SP, BRASIL)";"7";"0";"71,43";"42,86"
