"Empresa_Aerea";"N_Voo";"Aeroporto_Origem_Designador_OACI";"Aeroporto_Origem_Nome_UF_Pais ";"Aeroporto_Destino_Designador_OACI";"Aeroporto_Destino_Nome_UF_Pais";"Etapas_Previstas";"Percentuais_de_Cancelamentos";"Percentuais_de_Atrasos_superiores_a_30_minutos";"Percentuais_de_Atrasos_superiores_a_60_minutos"
"AAL - AMERICAN AIRLINES, INC.";"0963";"KDFW";"DALLAS-FORT WORTH INTERNATIONAL AIRPORT(ESTADOS UNIDOS DA AMÉRICA)";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"30";"0";"0";"0"
"AAL - AMERICAN AIRLINES, INC.";"0951";"KJFK";"JOHN F. KENNEDY INTERNATIONAL AIRPORT(ESTADOS UNIDOS DA AMÉRICA)";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"30";"0";"0";"0"
"AAL - AMERICAN AIRLINES, INC.";"7845";"KJFK";"JOHN F. KENNEDY INTERNATIONAL AIRPORT(ESTADOS UNIDOS DA AMÉRICA)";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"30";"0";"16,67";"3,33"
"AAL - AMERICAN AIRLINES, INC.";"7651";"KMCO";"ORLANDO INTERNATIONAL AIRPORT(ESTADOS UNIDOS DA AMÉRICA)";"SBFZ";"PINTO MARTINS(CE, BRASIL)";"4";"0";"0";"0"
"AAL - AMERICAN AIRLINES, INC.";"7768";"KMCO";"ORLANDO INTERNATIONAL AIRPORT(ESTADOS UNIDOS DA AMÉRICA)";"SBBR";"PRESIDENTE JUSCELINO KUBITSCHEK(DF, BRASIL)";"30";"0";"3,33";"0"
"AAL - AMERICAN AIRLINES, INC.";"0995";"KMIA";"MIAMI INTERNATIONAL AIRPORT(ESTADOS UNIDOS DA AMÉRICA)";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"30";"0";"0";"0"
"AAL - AMERICAN AIRLINES, INC.";"7849";"KMIA";"MIAMI INTERNATIONAL AIRPORT(ESTADOS UNIDOS DA AMÉRICA)";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"30";"0";"23,33";"10"
"AAL - AMERICAN AIRLINES, INC.";"7853";"KMIA";"MIAMI INTERNATIONAL AIRPORT(ESTADOS UNIDOS DA AMÉRICA)";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"30";"6,67";"6,67";"6,67"
"AAL - AMERICAN AIRLINES, INC.";"7843";"KMIA";"MIAMI INTERNATIONAL AIRPORT(ESTADOS UNIDOS DA AMÉRICA)";"SBFZ";"PINTO MARTINS(CE, BRASIL)";"12";"0";"0";"0"
"AAL - AMERICAN AIRLINES, INC.";"7773";"KMIA";"MIAMI INTERNATIONAL AIRPORT(ESTADOS UNIDOS DA AMÉRICA)";"SBFZ";"PINTO MARTINS(CE, BRASIL)";"8";"0";"0";"0"
"AAL - AMERICAN AIRLINES, INC.";"0905";"KMIA";"MIAMI INTERNATIONAL AIRPORT(ESTADOS UNIDOS DA AMÉRICA)";"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"30";"0";"0";"0"
"AAL - AMERICAN AIRLINES, INC.";"7770";"KMIA";"MIAMI INTERNATIONAL AIRPORT(ESTADOS UNIDOS DA AMÉRICA)";"SBBR";"PRESIDENTE JUSCELINO KUBITSCHEK(DF, BRASIL)";"30";"0";"3,33";"3,33"
"AAL - AMERICAN AIRLINES, INC.";"0929";"KMIA";"MIAMI INTERNATIONAL AIRPORT(ESTADOS UNIDOS DA AMÉRICA)";"SBGR";"GUARULHOS - GOVERNADOR ANDRGÉ FRANCO MONTORO(SP, BRASIL)";"30";"13,33";"0";"0"
"AAL - AMERICAN AIRLINES, INC.";"0241";"KPHL";"PHILADELPHIA INTERNATIONAL AIRPORT(ESTADOS UNIDOS DA AMÉRICA)";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"1";"0";"0";"0"
"AAL - AMERICAN AIRLINES, INC.";"7695";"SAAR";"ROSARIO - ISLAS MALVINAS INTERNATIONAL AIRPORT(ARGENTINA)";"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"13";"0";"0";"0"
"AAL - AMERICAN AIRLINES, INC.";"7695";"SACO";"INGENIERO AMBROSIO L.V. TARAVELLA INTERNATIONAL AIRPORT(ARGENTINA)";"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"12";"0";"0";"0"
"AAL - AMERICAN AIRLINES, INC.";"7678";"SAME";"GOVERNOR FRANCISCO GABRIELLI INTERNATIONAL AIRPORT (EL PLUMERILLO INT´L)(ARGENTINA)";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"17";"0";"0";"0"
"AAL - AMERICAN AIRLINES, INC.";"7729";"SBBE";"INTERNACIONAL DE BELÉM/VAL DE CANS/JÚLIO CEZAR RIBEIRO(PA, BRASIL)";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"5";"0";"0";"0"
"AAL - AMERICAN AIRLINES, INC.";"7769";"SBBR";"PRESIDENTE JUSCELINO KUBITSCHEK(DF, BRASIL)";"KMIA";"MIAMI INTERNATIONAL AIRPORT(ESTADOS UNIDOS DA AMÉRICA)";"30";"0";"6,67";"3,33"
"AAL - AMERICAN AIRLINES, INC.";"7702";"SBBR";"PRESIDENTE JUSCELINO KUBITSCHEK(DF, BRASIL)";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"30";"0";"3,33";"3,33"
"AAL - AMERICAN AIRLINES, INC.";"7767";"SBBR";"PRESIDENTE JUSCELINO KUBITSCHEK(DF, BRASIL)";"KMCO";"ORLANDO INTERNATIONAL AIRPORT(ESTADOS UNIDOS DA AMÉRICA)";"30";"0";"0";"0"
"AAL - AMERICAN AIRLINES, INC.";"7681";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"30";"0";"6,67";"0"
"AAL - AMERICAN AIRLINES, INC.";"7709";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"13";"0";"0";"0"
"AAL - AMERICAN AIRLINES, INC.";"7740";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"25";"0";"4";"0"
"AAL - AMERICAN AIRLINES, INC.";"7691";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"30";"0";"16,67";"10"
"AAL - AMERICAN AIRLINES, INC.";"7748";"SBCG";"CAMPO GRANDE(MS, BRASIL)";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"4";"0";"0";"0"
"AAL - AMERICAN AIRLINES, INC.";"7652";"SBCT";"AFONSO PENA(PR, BRASIL)";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"30";"0";"3,33";"3,33"
"AAL - AMERICAN AIRLINES, INC.";"7732";"SBCT";"AFONSO PENA(PR, BRASIL)";"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"18";"0";"0";"0"
"AAL - AMERICAN AIRLINES, INC.";"7771";"SBCY";"MARECHAL RONDON(MT, BRASIL)";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"25";"0";"8";"4"
"AAL - AMERICAN AIRLINES, INC.";"7764";"SBEG";"EDUARDO GOMES(AM, BRASIL)";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"12";"0";"8,33";"0"
"AAL - AMERICAN AIRLINES, INC.";"7676";"SBFI";"CATARATAS(PR, BRASIL)";"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"30";"0";"3,33";"0"
"AAL - AMERICAN AIRLINES, INC.";"7666";"SBFL";"HERCÍLIO LUZ(SC, BRASIL)";"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"28";"1,79";"3,57";"0"
"AAL - AMERICAN AIRLINES, INC.";"7659";"SBFL";"HERCÍLIO LUZ(SC, BRASIL)";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"30";"0";"13,33";"0"
"AAL - AMERICAN AIRLINES, INC.";"7747";"SBFZ";"PINTO MARTINS(CE, BRASIL)";"KMCO";"ORLANDO INTERNATIONAL AIRPORT(ESTADOS UNIDOS DA AMÉRICA)";"4";"0";"0";"0"
"AAL - AMERICAN AIRLINES, INC.";"7766";"SBFZ";"PINTO MARTINS(CE, BRASIL)";"KMIA";"MIAMI INTERNATIONAL AIRPORT(ESTADOS UNIDOS DA AMÉRICA)";"8";"0";"0";"0"
"AAL - AMERICAN AIRLINES, INC.";"7726";"SBFZ";"PINTO MARTINS(CE, BRASIL)";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"30";"0";"3,33";"0"
"AAL - AMERICAN AIRLINES, INC.";"7842";"SBFZ";"PINTO MARTINS(CE, BRASIL)";"KMIA";"MIAMI INTERNATIONAL AIRPORT(ESTADOS UNIDOS DA AMÉRICA)";"13";"0";"0";"0"
"AAL - AMERICAN AIRLINES, INC.";"7668";"SBFZ";"PINTO MARTINS(CE, BRASIL)";"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"30";"3,33";"6,67";"3,33"
"AAL - AMERICAN AIRLINES, INC.";"7708";"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"30";"0";"10";"10"
"AAL - AMERICAN AIRLINES, INC.";"7697";"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"SBSV";"DEPUTADO LUÍS EDUARDO MAGALHÃES(BA, BRASIL)";"30";"0";"0";"0"
"AAL - AMERICAN AIRLINES, INC.";"7664";"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"SBVT";"EURICO DE AGUIAR SALLES(ES, BRASIL)";"15";"3,33";"6,67";"3,33"
"AAL - AMERICAN AIRLINES, INC.";"7727";"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"SACO";"INGENIERO AMBROSIO L.V. TARAVELLA INTERNATIONAL AIRPORT(ARGENTINA)";"13";"0";"0";"0"
"AAL - AMERICAN AIRLINES, INC.";"7677";"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"SBSV";"DEPUTADO LUÍS EDUARDO MAGALHÃES(BA, BRASIL)";"30";"0";"6,67";"3,33"
"AAL - AMERICAN AIRLINES, INC.";"7729";"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"11";"4,76";"0";"0"
"AAL - AMERICAN AIRLINES, INC.";"0904";"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"KMIA";"MIAMI INTERNATIONAL AIRPORT(ESTADOS UNIDOS DA AMÉRICA)";"30";"0";"0";"0"
"AAL - AMERICAN AIRLINES, INC.";"7723";"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"SBRF";"GUARARAPES - GILBERTO FREYRE(PE, BRASIL)";"30";"0";"0";"0"
"AAL - AMERICAN AIRLINES, INC.";"7772";"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"SBSP";"CONGONHAS(SP, BRASIL)";"30";"0";"3,33";"0"
"AAL - AMERICAN AIRLINES, INC.";"7735";"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"SBCT";"AFONSO PENA(PR, BRASIL)";"30";"0";"6,67";"0"
"AAL - AMERICAN AIRLINES, INC.";"7694";"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"SAAR";"ROSARIO - ISLAS MALVINAS INTERNATIONAL AIRPORT(ARGENTINA)";"12";"0";"0";"0"
"AAL - AMERICAN AIRLINES, INC.";"7671";"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"8";"0";"6,67";"0"
"AAL - AMERICAN AIRLINES, INC.";"7665";"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"26";"0";"7,69";"0"
"AAL - AMERICAN AIRLINES, INC.";"7706";"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"SBKP";"VIRACOPOS(SP, BRASIL)";"14";"7,14";"0";"0"
"AAL - AMERICAN AIRLINES, INC.";"7671";"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"SBKP";"VIRACOPOS(SP, BRASIL)";"7";"14,29";"0";"0"
"AAL - AMERICAN AIRLINES, INC.";"7690";"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"30";"0";"3,33";"0"
"AAL - AMERICAN AIRLINES, INC.";"7755";"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"SBGO";"SANTA GENOVEVA/GOIÂNIA(GO, BRASIL)";"30";"0";"10";"3,33"
"AAL - AMERICAN AIRLINES, INC.";"7670";"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"SBFL";"HERCÍLIO LUZ(SC, BRASIL)";"22";"0";"0";"0"
"AAL - AMERICAN AIRLINES, INC.";"7738";"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"SBFI";"CATARATAS(PR, BRASIL)";"30";"3,33";"3,33";"0"
"AAL - AMERICAN AIRLINES, INC.";"7688";"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"SBFL";"HERCÍLIO LUZ(SC, BRASIL)";"30";"0";"3,33";"0"
"AAL - AMERICAN AIRLINES, INC.";"7739";"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"SBFZ";"PINTO MARTINS(CE, BRASIL)";"25";"0";"4";"0"
"AAL - AMERICAN AIRLINES, INC.";"7719";"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"30";"10";"0";"0"
"AAL - AMERICAN AIRLINES, INC.";"7718";"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"SBMO";"ZUMBI DOS PALMARES(AL, BRASIL)";"30";"3,33";"0";"0"
"AAL - AMERICAN AIRLINES, INC.";"7706";"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"8";"0";"13,33";"6,67"
"AAL - AMERICAN AIRLINES, INC.";"7715";"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"SBNF";"MINISTRO VICTOR KONDER(SC, BRASIL)";"30";"0";"3,33";"0"
"AAL - AMERICAN AIRLINES, INC.";"7779";"SBGO";"SANTA GENOVEVA/GOIÂNIA(GO, BRASIL)";"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"30";"0";"0";"0"
"AAL - AMERICAN AIRLINES, INC.";"7733";"SBGO";"SANTA GENOVEVA/GOIÂNIA(GO, BRASIL)";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"30";"0";"6,67";"3,33"
"AAL - AMERICAN AIRLINES, INC.";"7724";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"SBFI";"CATARATAS(PR, BRASIL)";"30";"3,33";"0";"0"
"AAL - AMERICAN AIRLINES, INC.";"7656";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"30";"3,33";"6,67";"0"
"AAL - AMERICAN AIRLINES, INC.";"7657";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"10";"0";"6,67";"3,33"
"AAL - AMERICAN AIRLINES, INC.";"7663";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"30";"3,33";"3,33";"3,33"
"AAL - AMERICAN AIRLINES, INC.";"7662";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"30";"0";"0";"0"
"AAL - AMERICAN AIRLINES, INC.";"7658";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"SBCY";"MARECHAL RONDON(MT, BRASIL)";"24";"0";"0";"0"
"AAL - AMERICAN AIRLINES, INC.";"7710";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"SBCT";"AFONSO PENA(PR, BRASIL)";"30";"3,33";"0";"0"
"AAL - AMERICAN AIRLINES, INC.";"7689";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"SBEG";"EDUARDO GOMES(AM, BRASIL)";"15";"0";"3,33";"3,33"
"AAL - AMERICAN AIRLINES, INC.";"7687";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"SBSV";"DEPUTADO LUÍS EDUARDO MAGALHÃES(BA, BRASIL)";"30";"0";"10";"0"
"AAL - AMERICAN AIRLINES, INC.";"7746";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"SUMU";"CARRASCO GRAL. CESÁREO L. BERISSO INTERNATIONAL AIRPORT(URUGUAI)";"30";"0";"3,33";"0"
"AAL - AMERICAN AIRLINES, INC.";"7749";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"SBNF";"MINISTRO VICTOR KONDER(SC, BRASIL)";"18";"0";"5,56";"5,56"
"AAL - AMERICAN AIRLINES, INC.";"7757";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"SBFL";"HERCÍLIO LUZ(SC, BRASIL)";"30";"0";"0";"0"
"AAL - AMERICAN AIRLINES, INC.";"7761";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"SBMO";"ZUMBI DOS PALMARES(AL, BRASIL)";"30";"0";"0";"0"
"AAL - AMERICAN AIRLINES, INC.";"7763";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"8";"0";"12,5";"12,5"
"AAL - AMERICAN AIRLINES, INC.";"7844";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"KJFK";"JOHN F. KENNEDY INTERNATIONAL AIRPORT(ESTADOS UNIDOS DA AMÉRICA)";"30";"0";"3,33";"0"
"AAL - AMERICAN AIRLINES, INC.";"7848";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"KMIA";"MIAMI INTERNATIONAL AIRPORT(ESTADOS UNIDOS DA AMÉRICA)";"30";"3,33";"23,33";"6,67"
"AAL - AMERICAN AIRLINES, INC.";"7716";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"SBBE";"INTERNACIONAL DE BELÉM/VAL DE CANS/JÚLIO CEZAR RIBEIRO(PA, BRASIL)";"7";"0";"0";"0"
"AAL - AMERICAN AIRLINES, INC.";"7714";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"SBSL";"MARECHAL CUNHA MACHADO(MA, BRASIL)";"30";"0";"10";"3,33"
"AAL - AMERICAN AIRLINES, INC.";"7717";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"SAME";"GOVERNOR FRANCISCO GABRIELLI INTERNATIONAL AIRPORT (EL PLUMERILLO INT´L)(ARGENTINA)";"17";"0";"0";"0"
"AAL - AMERICAN AIRLINES, INC.";"7654";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"SGAS";"SILVIO PETTIROSSI INTERNATIONAL AIRPORT(PARAGUAI)";"18";"0";"5,56";"0"
"AAL - AMERICAN AIRLINES, INC.";"7651";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"SBVT";"EURICO DE AGUIAR SALLES(ES, BRASIL)";"9";"0";"0";"0"
"AAL - AMERICAN AIRLINES, INC.";"7721";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"SBBR";"PRESIDENTE JUSCELINO KUBITSCHEK(DF, BRASIL)";"30";"0";"0";"0"
"AAL - AMERICAN AIRLINES, INC.";"7669";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"SBGO";"SANTA GENOVEVA/GOIÂNIA(GO, BRASIL)";"30";"0";"6,67";"3,33"
"AAL - AMERICAN AIRLINES, INC.";"7685";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"SBSV";"DEPUTADO LUÍS EDUARDO MAGALHÃES(BA, BRASIL)";"30";"0";"10";"0"
"AAL - AMERICAN AIRLINES, INC.";"7730";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"SBRF";"GUARARAPES - GILBERTO FREYRE(PE, BRASIL)";"30";"0";"0";"0"
"AAL - AMERICAN AIRLINES, INC.";"0062";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"KPHL";"PHILADELPHIA INTERNATIONAL AIRPORT(ESTADOS UNIDOS DA AMÉRICA)";"1";"0";"0";"0"
"AAL - AMERICAN AIRLINES, INC.";"0962";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"KDFW";"DALLAS-FORT WORTH INTERNATIONAL AIRPORT(ESTADOS UNIDOS DA AMÉRICA)";"30";"6,67";"0";"0"
"AAL - AMERICAN AIRLINES, INC.";"7679";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"SBRF";"GUARARAPES - GILBERTO FREYRE(PE, BRASIL)";"30";"0";"3,33";"3,33"
"AAL - AMERICAN AIRLINES, INC.";"0950";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"KJFK";"JOHN F. KENNEDY INTERNATIONAL AIRPORT(ESTADOS UNIDOS DA AMÉRICA)";"30";"0";"0";"0"
"AAL - AMERICAN AIRLINES, INC.";"0930";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"KMIA";"MIAMI INTERNATIONAL AIRPORT(ESTADOS UNIDOS DA AMÉRICA)";"30";"6,67";"0";"0"
"AAL - AMERICAN AIRLINES, INC.";"7741";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"30";"0";"10";"3,33"
"AAL - AMERICAN AIRLINES, INC.";"7655";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"30";"3,33";"6,67";"6,67"
"AAL - AMERICAN AIRLINES, INC.";"7700";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"SBCG";"CAMPO GRANDE(MS, BRASIL)";"12";"8,33";"0";"0"
